iter	MultiClass
298	0.1759188747
299	0.175570663
300	0.1751296434
301	0.1744841117
302	0.1743076097
303	0.1742813394
304	0.1739444806
305	0.1735067278
306	0.1732493231
307	0.173021699
308	0.1726139366
309	0.1723749515
310	0.1720609937
311	0.1717901176
312	0.1715059361
313	0.1711150017
314	0.1708413777
315	0.1705215511
316	0.1701276483
317	0.1697307345
318	0.1690154561
319	0.1687197455
320	0.1685323158
321	0.1678622595
322	0.1675230218
323	0.1670374112
324	0.1666287829
325	0.1666147402
326	0.166320139
327	0.1658646587
328	0.1655549624
329	0.165290671
330	0.164866504
331	0.1645996255
332	0.1643981595
333	0.1640701368
334	0.1636647833
335	0.1633972244
336	0.1630153765
337	0.1627136397
338	0.1620019535
339	0.1616441708
340	0.1615010978
341	0.1609829416
342	0.1605910397
343	0.1603904442
344	0.1601324428
345	0.1599998245
346	0.1598728454
347	0.1592975917
348	0.1588845982
349	0.1586632714
350	0.1583764583
351	0.1578526535
352	0.1576185756
353	0.1570017172
354	0.1566767442
355	0.1560913101
356	0.1558302981
357	0.1554869775
358	0.1547816306
359	0.1542720748
360	0.1537176871
361	0.153544494
362	0.1532980761
363	0.1532744158
364	0.1530070047
365	0.1528308987
366	0.1524034805
367	0.152205188
368	0.1521880332
369	0.1518293843
370	0.1514498709
371	0.1512006747
372	0.1508844657
373	0.1507661056
374	0.1503943554
375	0.1497258865
376	0.1494727467
377	0.1491007528
378	0.1488176005
379	0.1484169552
380	0.1481064326
381	0.1479133444
382	0.1477896022
383	0.1472394386
384	0.146693189
385	0.1465395373
386	0.1463323177
387	0.1459567263
388	0.1457343379
389	0.1452346567
390	0.1448272691
391	0.1442563716
392	0.1440403726
393	0.1438764794
394	0.1436709395
395	0.1435163863
396	0.1432094088
397	0.1427138068
398	0.142358055
399	0.1420965523
400	0.1418225202
401	0.1416166774
402	0.1410742268
403	0.1405841141
404	0.1401116173
405	0.1396466442
406	0.1392668902
407	0.1388243295
408	0.138628122
409	0.1381520036
410	0.1379176172
411	0.1375780169
412	0.1372038239
413	0.136951031
414	0.1368119934
415	0.1365328064
416	0.1363867577
417	0.1360854828
418	0.1358888466
419	0.1357066735
420	0.1353594536
421	0.135339341
422	0.1351549605
423	0.1346695437
424	0.1344384497
425	0.134257254
426	0.1340351351
427	0.133810928
428	0.1334325967
429	0.1329768799
430	0.1325226426
431	0.1321650673
432	0.1319508112
433	0.1317245608
434	0.1312886199
435	0.1310332855
436	0.1307897117
437	0.1304778916
438	0.1302618967
439	0.1299183169
440	0.129770463
441	0.1295334674
442	0.1293338646
443	0.129201135
444	0.1288389751
445	0.1287261155
446	0.1284484271
447	0.1283642372
448	0.1282574178
449	0.128196738
450	0.1280362215
451	0.1277644243
452	0.127538791
453	0.1273648989
454	0.1270768467
455	0.1266376292
456	0.1264868413
457	0.1263379238
458	0.1259861033
459	0.1256448482
460	0.1255135587
461	0.1252323687
462	0.1250444472
463	0.1246156981
464	0.124446957
465	0.1241236341
466	0.1239519644
467	0.1237890534
468	0.1235022141
469	0.1232344679
470	0.1231141804
471	0.1227508908
472	0.1226006105
473	0.1224781002
474	0.1221843885
475	0.12202088
476	0.1217554449
477	0.1215530527
478	0.1214015752
479	0.1211325629
480	0.1209343886
481	0.1208644023
482	0.1207646636
483	0.1205999182
484	0.1203487982
485	0.1200770575
486	0.1198995769
487	0.119784972
488	0.1194747448
489	0.1192385545
490	0.1188606388
491	0.1185158729
492	0.1183339416
493	0.1181977161
494	0.1176699089
495	0.1176267532
496	0.1175206911
497	0.1175015795
498	0.1173174682
499	0.1169672189
500	0.1168605773
501	0.116573352
502	0.1162520167
503	0.1159897508
504	0.1157010755
505	0.1155980267
506	0.1154053985
507	0.1151246743
508	0.1148606759
509	0.1148508657
510	0.1146971997
511	0.1145756635
512	0.1144452173
513	0.1142630508
514	0.1141226275
515	0.1139963363
516	0.1139488709
517	0.113803849
518	0.1136515958
519	0.11347195
520	0.1131519121
521	0.1128397234
522	0.1126248614
523	0.1124382207
524	0.1123245329
525	0.1122084918
526	0.111897904
527	0.1117026817
528	0.1116037487
529	0.111479137
530	0.1111840673
531	0.1111022651
532	0.1109434876
533	0.1107322694
534	0.1106918143
535	0.110480939
536	0.1101016637
537	0.1099876062
538	0.109803824
539	0.1097088025
540	0.1096172879
541	0.1092637913
542	0.1087835386
543	0.1086936236
544	0.108260649
545	0.1080352189
546	0.1076424657
547	0.1072387083
548	0.1071509379
549	0.1069814344
550	0.1068594926
551	0.1067989907
552	0.1066482192
553	0.106286163
554	0.1060078899
555	0.1058424712
556	0.1057348355
557	0.1054210461
558	0.1052895725
559	0.1051784442
560	0.1050973753
561	0.1049093864
562	0.1049021828
563	0.1046757267
564	0.1045661201
565	0.1044271424
566	0.1042173793
567	0.1041092009
568	0.1040099862
569	0.1038016736
570	0.1034947645
571	0.103394897
572	0.1033150663
573	0.1032065724
574	0.1029452191
575	0.1027551954
576	0.1025712465
577	0.1025071879
578	0.1022823883
579	0.1021425361
580	0.101990545
581	0.101831683
582	0.101754435
583	0.1014709139
584	0.1014426273
585	0.1012783633
586	0.1009894574
587	0.1008162397
588	0.1007297068
589	0.1005757412
590	0.1004504266
591	0.1000838463
592	0.09963414602
593	0.09948174674
594	0.09941996743
595	0.09915806282
596	0.09906090019
597	0.09863117761
598	0.09825088349
599	0.09806454043
600	0.09779849643
601	0.09769122085
602	0.09757821757
603	0.09745098761
604	0.09723143257
605	0.09703275513
606	0.0969639941
607	0.09686662283
608	0.09671079518
609	0.096551111
610	0.09631292277
611	0.09608795062
612	0.09580893357
613	0.09565539397
614	0.09533337429
615	0.09506865321
616	0.09494193533
617	0.09491042095
618	0.09482444796
619	0.0947252394
620	0.09446670908
621	0.09424391203
622	0.09408277141
623	0.09399403956
624	0.09392095655
625	0.09383962174
626	0.09365615931
627	0.09358248295
628	0.09340824353
629	0.093319377
630	0.09313264886
631	0.09306944951
632	0.09291202504
633	0.09276677814
634	0.09257848132
635	0.09241724553
636	0.09223269387
637	0.09202203551
638	0.09189100227
639	0.09158249508
640	0.09144578602
641	0.09122308684
642	0.09115328276
643	0.09096389847
644	0.09063417372
645	0.09051392057
646	0.09035592429
647	0.09025717676
648	0.08992609901
649	0.08977068192
650	0.08962878945
651	0.08956362678
652	0.08950032183
653	0.08939062903
654	0.08918973785
655	0.08899787102
656	0.08890687621
657	0.08884505033
658	0.08875074875
659	0.08857409712
660	0.08839599285
661	0.08820392424
662	0.08802951571
663	0.08793096921
664	0.08755356223
665	0.08742389308
666	0.08733591386
667	0.08708738801
668	0.08693273985
669	0.08685154499
670	0.08669767597
671	0.08667390917
672	0.08652764995
673	0.08645841714
674	0.08636491996
675	0.08633487654
676	0.08614903195
677	0.08587759205
678	0.08570675957
679	0.08566448202
680	0.08562716764
681	0.08547433103
682	0.08529473698
683	0.08507231073
684	0.08498675895
685	0.08493485545
686	0.08477406212
687	0.08462057757
688	0.08447393492
689	0.08435221957
690	0.08419687822
691	0.08411250267
692	0.08404798929
693	0.08392898254
694	0.08383878209
695	0.08376858917
696	0.08371364647
697	0.08355104547
698	0.08346514056
699	0.08324346613
700	0.08306002119
701	0.082977429
702	0.0828396095
703	0.08268284987
704	0.08254147976
705	0.08249438625
706	0.08243729701
707	0.08237534596
708	0.08223905122
709	0.08210079222
710	0.08209012564
711	0.08200921304
712	0.08186235973
713	0.08179885777
714	0.08174901203
715	0.08168759953
716	0.08153882875
717	0.08146983607
718	0.08142571554
719	0.08129807393
720	0.08129371314
721	0.08122783114
722	0.08116911827
723	0.08100264841
724	0.0808325473
725	0.08073133947
726	0.08062374651
727	0.08055240621
728	0.08033397997
729	0.08032042749
730	0.08007717284
731	0.07993473837
732	0.07975411816
733	0.07944824814
734	0.07917838493
735	0.0791016163
736	0.07903320948
737	0.07901289398
738	0.07892422942
739	0.07862965857
740	0.07854159077
741	0.07828760627
742	0.07819302429
743	0.0780817077
744	0.07790472575
745	0.07785464644
746	0.07767033198
747	0.07766488618
748	0.07757136197
749	0.0774583943
750	0.0772593662
751	0.0769747691
752	0.07683133838
753	0.07682709402
754	0.07672027473
755	0.07666380273
756	0.07659309109
757	0.076318579
758	0.07620935124
759	0.07603566529
760	0.07589893497
761	0.07583572626
762	0.07572020854
763	0.0756696169
764	0.07560892001
765	0.0755679521
766	0.07552308012
767	0.07536124426
768	0.07526131346
769	0.07512255221
770	0.07494717745
771	0.07487856815
772	0.07474593179
773	0.07464851445
774	0.07459804942
775	0.07449203066
776	0.07444192316
777	0.07431462947
778	0.07391570332
779	0.07378044293
780	0.07371103465
781	0.07360893767
782	0.07353319108
783	0.07344398416
784	0.07333913785
785	0.07330478277
786	0.07319273372
787	0.07310099195
788	0.07305511762
789	0.07297498526
790	0.07290188216
791	0.07288470288
792	0.07282708209
793	0.07277690806
794	0.07267641293
795	0.07256836101
796	0.07249499881
797	0.07239928354
798	0.07235653431
799	0.07223876166
800	0.07207600898
801	0.07171809765
802	0.07161105903
803	0.07156684332
804	0.07147775934
805	0.07144980357
806	0.07134451177
807	0.07101379133
808	0.07093161305
809	0.07066197095
810	0.07053641303
811	0.07039522235
812	0.07026822318
813	0.07019017794
814	0.07008926729
815	0.06984514952
816	0.06978814858
817	0.06971649619
818	0.0696407168
819	0.06957396627
820	0.06944187884
821	0.06943764688
822	0.06918075345
823	0.06914139474
824	0.06906789569
825	0.068963456
826	0.06889882817
827	0.06880913751
828	0.06858500518
829	0.06845000646
830	0.06832762867
831	0.06825495653
832	0.06815373737
833	0.06804100987
834	0.06803707716
835	0.06798548801
836	0.06794876427
837	0.0678219949
838	0.06772668655
839	0.06766745988
840	0.06752492443
841	0.06746546779
842	0.06743314264
843	0.06728267522
844	0.06723705242
845	0.06712859439
846	0.06704651314
847	0.0667900615
848	0.06671523602
849	0.0666728417
850	0.06663504776
851	0.06635135823
852	0.06626759943
853	0.06613709702
854	0.06607782867
855	0.06603953863
856	0.06597040089
857	0.06589291452
858	0.06587469444
859	0.06583159446
860	0.06571358437
861	0.06556873834
862	0.06548739795
863	0.06542274439
864	0.0653813467
865	0.06531263108
866	0.06522583161
867	0.06516185302
868	0.06511612055
869	0.06499852403
870	0.0649522015
871	0.06484298238
872	0.06472744362
873	0.06465308179
874	0.06457076795
875	0.064513227
876	0.0644281994
877	0.06436723784
878	0.06425151398
879	0.06423593582
880	0.06417963443
881	0.06400073845
882	0.06395422882
883	0.06385891598
884	0.06377696042
885	0.06374184112
886	0.0636127027
887	0.06355296416
888	0.06349375781
889	0.06335554196
890	0.06326386664
891	0.06322852413
892	0.06318841102
893	0.06312362004
894	0.06309296816
895	0.06299516097
896	0.06292130432
897	0.06278173415
898	0.06274940754
899	0.06267849991
900	0.06264459156
901	0.06257056048
902	0.06249421723
903	0.06237189083
904	0.06227693126
905	0.06220525203
906	0.06213920948
907	0.06203995792
908	0.06197003995
909	0.06181727717
910	0.0617893441
911	0.06176169046
912	0.06170777976
913	0.06165645361
914	0.06158516757
915	0.06154378801
916	0.0614225683
917	0.06136149839
918	0.06127792751
919	0.06120413904
920	0.06117788732
921	0.06098448748
922	0.0608131752
923	0.06075430073
924	0.06069886181
925	0.06053939054
926	0.06051560589
927	0.06044901404
928	0.06040813374
929	0.06032686176
930	0.06021951395
931	0.06018614753
932	0.06001741775
933	0.05998076332
934	0.05989662747
935	0.05985926485
936	0.05978974066
937	0.05971850667
938	0.05965397493
939	0.0595893807
940	0.05954446936
941	0.05947688232
942	0.05937246164
943	0.05934061028
944	0.05929442846
945	0.05923088334
946	0.05916748319
947	0.05906969819
948	0.05892213832
949	0.05880300523
950	0.05868357627
951	0.05864471339
952	0.05852673261
953	0.05841396411
954	0.0584027149
955	0.05835522115
956	0.05832946023
957	0.05830168179
958	0.05823020385
959	0.0582027561
960	0.05816071806
961	0.05806508539
962	0.05795137179
963	0.05792513172
964	0.05785133414
965	0.05769368947
966	0.05767296356
967	0.05758331812
968	0.05752206802
969	0.05748336828
970	0.05742872069
971	0.05741801904
972	0.05729169647
973	0.05711366929
974	0.05706489504
975	0.05697694261
976	0.0567929795
977	0.05672051929
978	0.05668469833
979	0.05659990532
980	0.05653178352
981	0.05648392439
982	0.05638235442
983	0.05631245227
984	0.05626509448
985	0.05622678822
986	0.05614950841
987	0.05610927829
988	0.05600067725
989	0.05590944704
990	0.05580785711
991	0.05576161171
992	0.05573326844
993	0.05571136745
994	0.05564860864
995	0.05559643933
996	0.05552463587
997	0.05541809958
998	0.05536419085
999	0.05529858616
