iter	MultiClass
224	0.2723338481
225	0.2714533788
226	0.270794448
227	0.2702358825
228	0.2697045864
229	0.2691662506
230	0.2686547297
231	0.26802932
232	0.2670897331
233	0.2661896885
234	0.2656673282
235	0.2647938654
236	0.2640051166
237	0.2635405446
238	0.2629414429
239	0.2623967947
240	0.2617841236
241	0.2614058374
242	0.2608007612
243	0.2600732324
244	0.2593988091
245	0.2587932429
246	0.2582388733
247	0.2577596618
248	0.2571044217
249	0.2564239461
250	0.25574551
251	0.2551383522
252	0.2544131829
253	0.2537786147
254	0.2531637979
255	0.2525499559
256	0.252100221
257	0.2515959659
258	0.2512498454
259	0.2500941946
260	0.2496370765
261	0.2490489251
262	0.2482997867
263	0.2476378
264	0.2467499618
265	0.2462047082
266	0.2455790543
267	0.244997599
268	0.2443056803
269	0.2435340215
270	0.2430970458
271	0.2426520844
272	0.2420152994
273	0.2414012598
274	0.2406944046
275	0.2401361128
276	0.2392258029
277	0.2386429913
278	0.2382008207
279	0.2374640497
280	0.2370234728
281	0.2358602789
282	0.2355442088
283	0.2349559729
284	0.2344697411
285	0.2339692942
286	0.2336383823
287	0.2331535738
288	0.2325050297
289	0.2320526652
290	0.2317802481
291	0.2312045001
292	0.2305396101
293	0.230075995
294	0.229370706
295	0.2287859427
296	0.2283390646
297	0.2278600762
298	0.2270992042
299	0.2265436655
300	0.2260536685
301	0.2254718232
302	0.2249458968
303	0.2242994859
304	0.2238302048
305	0.2234440043
306	0.2227356754
307	0.2221542856
308	0.2218491818
309	0.2208628673
310	0.2201524492
311	0.2198328219
312	0.2193791661
313	0.2189316932
314	0.2183549556
315	0.2178556237
316	0.2171186324
317	0.216592921
318	0.2158768955
319	0.2155140101
320	0.2149251875
321	0.2144696627
322	0.2139600989
323	0.2135356646
324	0.2130489931
325	0.2125490247
326	0.2123350527
327	0.2113853142
328	0.2109657108
329	0.2103263081
330	0.2098085371
331	0.2094737054
332	0.2090805844
333	0.2086900064
334	0.2078777027
335	0.2075573877
336	0.2069949532
337	0.2063883197
338	0.2059334311
339	0.2053529998
340	0.2047204488
341	0.2044121895
342	0.2040810981
343	0.2036151391
344	0.2030688292
345	0.2025786825
346	0.2020232938
347	0.2017669743
348	0.2010923892
349	0.2006022311
350	0.199530308
351	0.1990445182
352	0.1986046597
353	0.1981019934
354	0.1976634748
355	0.1971165467
356	0.1967316928
357	0.1962724336
358	0.1959669969
359	0.1956194829
360	0.1953984591
361	0.1950495254
362	0.1946369889
363	0.1940449662
364	0.1935836416
365	0.1931625176
366	0.1927903188
367	0.1922896009
368	0.1916785907
369	0.1910590373
370	0.1902963521
371	0.1896854522
372	0.1893461737
373	0.189006284
374	0.1886792014
375	0.1880723091
376	0.1876184355
377	0.1872906476
378	0.1867792389
379	0.1863233439
380	0.185855538
381	0.1852874488
382	0.1848400768
383	0.1844637197
384	0.1840584216
385	0.1834413386
386	0.1830717793
387	0.1826705978
388	0.1822126527
389	0.1816397423
390	0.1811976394
391	0.1808879771
392	0.1805228087
393	0.1801170138
394	0.179759877
395	0.1795059981
396	0.1791054857
397	0.1785792296
398	0.1781577955
399	0.1775078749
400	0.1771778989
401	0.176795595
402	0.1763991533
403	0.175973668
404	0.1754354346
405	0.1749515551
406	0.1746626639
407	0.1742458187
408	0.1737389158
409	0.1734451799
410	0.1728119853
411	0.1725439457
412	0.17238387
413	0.1718769924
414	0.1715988722
415	0.171306996
416	0.1710096054
417	0.1705467885
418	0.1702260021
419	0.1699300309
420	0.1696625531
421	0.1692990852
422	0.1688549285
423	0.1685294096
424	0.1683431069
425	0.1676431429
426	0.1672322349
427	0.166926012
428	0.1665254775
429	0.1663337427
430	0.1659899258
431	0.1657380523
432	0.1655202165
433	0.1651321728
434	0.1645429888
435	0.1641461358
436	0.1637861657
437	0.1635186827
438	0.1631127439
439	0.1628486704
440	0.1625623864
441	0.1623041835
442	0.1616301229
443	0.1612271224
444	0.1610648032
445	0.1608580297
446	0.1606949636
447	0.1604789306
448	0.1601247285
449	0.159783755
450	0.1595745318
451	0.1592044639
452	0.1588690437
453	0.1585739116
454	0.1582308684
455	0.1581526491
456	0.157779091
457	0.1574281374
458	0.1570828415
459	0.1566655664
460	0.1563205888
461	0.1559886482
462	0.1557696372
463	0.1555500535
464	0.1552401901
465	0.1550468344
466	0.1547801918
467	0.1544647055
468	0.1542526307
469	0.153966911
470	0.153358151
471	0.1530818117
472	0.1528590567
473	0.1524592893
474	0.1522940585
475	0.1519944726
476	0.1517719931
477	0.1515921759
478	0.151332617
479	0.1509635408
480	0.150477731
481	0.1499967805
482	0.1496970425
483	0.1492787825
484	0.1489742735
485	0.1485007593
486	0.1483071392
487	0.1480620868
488	0.1474057307
489	0.147191167
490	0.1465606252
491	0.1463913812
492	0.1461235264
493	0.14576491
494	0.1452885486
495	0.1449882192
496	0.1446980387
497	0.1444241228
498	0.1441019027
499	0.1438471581
500	0.143560747
501	0.1432725326
502	0.1430357916
503	0.1426779458
504	0.1423414281
505	0.1421742933
506	0.1419802195
507	0.1417741889
508	0.1416256346
509	0.1414236798
510	0.1410974002
511	0.1407215988
512	0.1404441784
513	0.1402618091
514	0.1398897395
515	0.1395761562
516	0.1393108325
517	0.1390680649
518	0.1387730057
519	0.1385319108
520	0.1381925864
521	0.1379776145
522	0.1376368493
523	0.1373782765
524	0.1370300367
525	0.1367610992
526	0.1365344483
527	0.1362647021
528	0.1359877948
529	0.1357157934
530	0.1353565122
531	0.135181659
532	0.1348971786
533	0.1347640335
534	0.1345578945
535	0.1342739431
536	0.1340944193
537	0.1339396126
538	0.1336340223
539	0.1333781312
540	0.1330072667
541	0.1327277539
542	0.1325690551
543	0.1322920357
544	0.1320051892
545	0.1317504393
546	0.1316215146
547	0.1314072893
548	0.1312395741
549	0.1308288139
550	0.1306422147
551	0.1303533768
552	0.1301580768
553	0.1299547818
554	0.1296547819
555	0.1293795121
556	0.129128751
557	0.128947991
558	0.1285575608
559	0.1281482268
560	0.1279768868
561	0.127674899
562	0.1275196705
563	0.1273237342
564	0.1270576935
565	0.1267780568
566	0.1266164656
567	0.1263266618
568	0.1260966122
569	0.1257328042
570	0.1254946665
571	0.1253406189
572	0.1251068274
573	0.1249748834
574	0.124800629
575	0.1245015567
576	0.1242149689
577	0.1239355196
578	0.1236743923
579	0.1233596628
580	0.1232707636
581	0.1230894093
582	0.1229071347
583	0.1226242337
584	0.1225126509
585	0.1223497355
586	0.1222071492
587	0.1220340025
588	0.1215808899
589	0.121258075
590	0.1209239354
591	0.120605961
592	0.120302591
593	0.1200776669
594	0.119913811
595	0.1196987203
596	0.1194141526
597	0.1192109156
598	0.1190160581
599	0.1188703472
600	0.1187107934
601	0.1185819158
602	0.1183707756
603	0.1182250089
604	0.118001331
605	0.1177450465
606	0.1175479486
607	0.1172259794
608	0.1170094409
609	0.116811827
610	0.1167010507
611	0.1165613458
612	0.1161660206
613	0.1160149432
614	0.115831348
615	0.115658793
616	0.1154219289
617	0.1151457719
618	0.1149560947
619	0.1148572394
620	0.1145402496
621	0.1144140654
622	0.1141491953
623	0.1139283635
624	0.113651089
625	0.113455265
626	0.1133155411
627	0.1131946571
628	0.1130035335
629	0.1127348757
630	0.1125332352
631	0.1124398667
632	0.1123070045
633	0.1120373927
634	0.1118790889
635	0.1116595332
636	0.1115225812
637	0.1113687137
638	0.1112338135
639	0.11109787
640	0.1108467821
641	0.1107081225
642	0.1105820608
643	0.1102261509
644	0.1100088951
645	0.1098923464
646	0.1096659612
647	0.1094741556
648	0.1093315419
649	0.1092152402
650	0.1089620411
651	0.1087144325
652	0.1085749517
653	0.108444876
654	0.1082314366
655	0.1081439597
656	0.1080291536
657	0.107808994
658	0.1075341948
659	0.1073427313
660	0.1070846826
661	0.1067994191
662	0.1066297864
663	0.1064338108
664	0.1062208678
665	0.1061168963
666	0.1059388402
667	0.1057143228
668	0.1055003712
669	0.1053777911
670	0.10516014
671	0.1049908399
672	0.1048243077
673	0.1046292871
674	0.1044650661
675	0.1042684363
676	0.1040847028
677	0.1038202946
678	0.1036851391
679	0.103540019
680	0.1034003176
681	0.1031772211
682	0.1029824312
683	0.1028505669
684	0.1026859965
685	0.1025616599
686	0.1024662791
687	0.1023174441
688	0.1021885996
689	0.102052385
690	0.1019099681
691	0.1016769282
692	0.1015271548
693	0.1014434716
694	0.1012429448
695	0.1010962844
696	0.1009315782
697	0.1007071611
698	0.1005718353
699	0.1003928532
700	0.1002633465
701	0.100033581
702	0.09985605373
703	0.09971227092
704	0.09953262691
705	0.09939128332
706	0.09930683032
707	0.09901208052
708	0.09891577008
709	0.09877015082
710	0.0986679003
711	0.09855128861
712	0.09845740318
713	0.09829297468
714	0.09810130422
715	0.09793091892
716	0.09778500086
717	0.09763662984
718	0.09747947166
719	0.09725347359
720	0.09715466255
721	0.09701283197
722	0.09682083472
723	0.09671711673
724	0.09666649938
725	0.09651963538
726	0.09634864272
727	0.0962063393
728	0.09596681706
729	0.09570312707
730	0.095565384
731	0.0953955651
732	0.0952992745
733	0.09500548217
734	0.09484171771
735	0.09462353964
736	0.09453017245
737	0.09436505657
738	0.09428291126
739	0.09404970545
740	0.09392173058
741	0.09378952607
742	0.09368445795
743	0.09353146037
744	0.09333394322
745	0.09321511692
746	0.09303200637
747	0.0928608168
748	0.09275316421
749	0.09264018011
750	0.09253490352
751	0.09238494411
752	0.09227972271
753	0.09208915067
754	0.09191776458
755	0.09176608807
756	0.09165830701
757	0.09154808024
758	0.09142488265
759	0.09125895793
760	0.09119405443
761	0.09106145049
762	0.09086605726
763	0.09069117318
764	0.09049951097
765	0.09036863648
766	0.09025441309
767	0.090125667
768	0.08996248683
769	0.08982339896
770	0.08964562285
771	0.08942506151
772	0.08920579659
773	0.0891191284
774	0.08896127186
775	0.08883332084
776	0.08865581817
777	0.08848775462
778	0.08835251318
779	0.08814433512
780	0.08802596864
781	0.08794920115
782	0.0878433034
783	0.08775703925
784	0.08747796804
785	0.08740448878
786	0.08725487482
787	0.08712778768
788	0.08702562696
789	0.08694272726
790	0.08681634333
791	0.08660004054
792	0.08650984872
793	0.08643334097
794	0.08634212183
795	0.08619994411
796	0.08608457299
797	0.08596399894
798	0.08585544155
799	0.08578676467
800	0.0856870153
801	0.08551999562
802	0.08539451365
803	0.08531273745
804	0.08515949928
805	0.08502601287
806	0.08490861121
807	0.08475577347
808	0.08460653842
809	0.08445573322
810	0.08432629399
811	0.08421386225
812	0.08415819459
813	0.08405917993
814	0.08396931536
815	0.08379132704
816	0.08363898803
817	0.08348997021
818	0.08335952692
819	0.08318962284
820	0.08308123462
821	0.08299686912
822	0.08289726061
823	0.08276150664
824	0.08264112381
825	0.08251517747
826	0.08236067045
827	0.0822270468
828	0.08208249729
829	0.08198211698
830	0.08191697429
831	0.0818193962
832	0.08174927679
833	0.08156931257
834	0.08139369125
835	0.0812999324
836	0.08122322402
837	0.08112757764
838	0.08094760716
839	0.08087904755
840	0.08070007509
841	0.08061194549
842	0.08051490018
843	0.0804235057
844	0.08027402115
845	0.08013923207
846	0.07996044715
847	0.07983900861
848	0.07978066162
849	0.07966328088
850	0.07958309122
851	0.07951988393
852	0.07941289828
853	0.07926806506
854	0.07916946671
855	0.07902769778
856	0.0789824253
857	0.07876463896
858	0.07864805649
859	0.07857737386
860	0.07841785939
861	0.07831183317
862	0.0781965689
863	0.07803617111
864	0.07796443328
865	0.07782267235
866	0.07772877477
867	0.07759369928
868	0.07749581341
869	0.07739365031
870	0.07730533082
871	0.07722806864
872	0.07712419763
873	0.07692479868
874	0.07680061081
875	0.07669437525
876	0.07661988091
877	0.0764585506
878	0.07635595309
879	0.07623427528
880	0.07611948333
881	0.07602839463
882	0.07591230873
883	0.07580186011
884	0.07571142859
885	0.07561011089
886	0.07553408642
887	0.07548587944
888	0.07528381188
889	0.07517048236
890	0.07503159846
891	0.07494939234
892	0.07489581293
893	0.07475622274
894	0.07466672317
895	0.07457328715
896	0.07447311595
897	0.07439842141
898	0.07428216503
899	0.07412274987
900	0.07402373474
901	0.07397007268
902	0.07386973875
903	0.07372250309
904	0.07361434416
905	0.07350979646
906	0.07338163317
907	0.07326290243
908	0.07317700736
909	0.0731232066
910	0.07295414918
911	0.07278303792
912	0.07269505129
913	0.07259351185
914	0.07252802756
915	0.07239698476
916	0.07235722335
917	0.07220444378
918	0.0720753056
919	0.07200331148
920	0.07188316406
921	0.0718090771
922	0.07175592342
923	0.0716258699
924	0.0714880361
925	0.07138076206
926	0.07126528486
927	0.07114544836
928	0.07103416017
929	0.07098280068
930	0.07089989915
931	0.0708335949
932	0.0707207154
933	0.0706190778
934	0.07052224477
935	0.0704251383
936	0.07031879136
937	0.07021645199
938	0.07010750358
939	0.07006428556
940	0.06997983854
941	0.06986934148
942	0.06977589724
943	0.06968445618
944	0.06959571951
945	0.06952045694
946	0.06937054021
947	0.06933211632
948	0.0692434599
949	0.06911677391
950	0.06903783778
951	0.06895227719
952	0.06885915595
953	0.06875717921
954	0.06866254257
955	0.06856952259
956	0.06848414163
957	0.06837242844
958	0.06823085203
959	0.06812188498
960	0.06805537964
961	0.06793196033
962	0.06786190698
963	0.06776249377
964	0.06765168548
965	0.06753154768
966	0.06747857228
967	0.0673797358
968	0.06728445688
969	0.06714600612
970	0.06711782307
971	0.0670075993
972	0.06691482886
973	0.06679175078
974	0.06667377949
975	0.06659371111
976	0.06649616022
977	0.06641964537
978	0.06631418265
979	0.06620830174
980	0.06614293304
981	0.06605566675
982	0.06591406811
983	0.06581593472
984	0.06574991633
985	0.06566801984
986	0.06560263186
987	0.06552265322
988	0.06543671776
989	0.06534650253
990	0.06525840497
991	0.06514514377
992	0.06502516969
993	0.06495770014
994	0.06488584656
995	0.06477747946
996	0.06466479601
997	0.06459964955
998	0.06454621731
999	0.06446244345
